review,rate
few film year have resolute emotional nakedness,1
exquisitely act masterfully if preciously interweave film address fascinating intelligent manner intermingling of race politic local commerce,1
stevenson performance once clueless fiercely commit volatile combination,1
very fine movie see,1
shaky plot kaufman script still memorable some great one liner,1
despite flaw secretary stay head make question own firmly hold position,1
one of rare exhilarate cinematic delight get even well hindsight mull over every nuance mind,1
not everything work but average high mary most other recent comedy,1
byzantine melodrama stimulate high brain function well libido,1
sensitive expertly act crowd pleaser not above little broad comedy few unabashedly sentimental tear,1
film sharp often mischievous sense of humor will catch some off guard,1
do what fine documentary do good extend warm invitation into unfamiliar world illuminate fully allow large implication of journey sink unobtrusively,1
almost every scene film gem could stand alone perfectly realize observation of mood behavior intent,1
psychologically rich suspenseful moral thriller with stellar performance pacino,1
will not believe much of but will laugh audacity who who cast sheer insanity of,1
version no classic like predecessor but pleasure still plentiful,1
bourne identity what summer screen escapism use decade when gear more grownup,1
nail bite suspense credible character without rely on technology of moment technique pretentious dialogue,1
if try do anything more would fail perhaps explode but level of manic whimsy just about right,1
too sincere exploit subject too honest manipulate audience,1
saturation bombing of reggio image glass evocative music ultimately leave viewer with task of divine meaning,1
serious sense of purpose find way lay bare tragedy of setting with good deal of warmth humor,1
